iter	Logloss
362	0.01081363497
363	0.01074085127
364	0.01065781626
365	0.01064237707
366	0.01060927128
367	0.01059155027
368	0.01057721271
369	0.01049025199
370	0.01044302013
371	0.01041515663
372	0.01033945381
373	0.01031114057
374	0.01027965322
375	0.01026203193
376	0.0102541002
377	0.01016227999
378	0.01015066262
379	0.01008826926
380	0.01006319828
381	0.009997041912
382	0.009953454717
383	0.009931023762
384	0.0099043613
385	0.009878842743
386	0.009854606709
387	0.009818516129
388	0.009780999749
389	0.009700241191
390	0.009675063599
391	0.009630037127
392	0.009606924344
393	0.009542789871
394	0.009519542584
395	0.009496183103
396	0.009476266061
397	0.009457306969
398	0.009441678636
399	0.009395076564
400	0.009371174727
401	0.009304298888
402	0.009286265764
403	0.00924404373
404	0.009207320896
405	0.009186431878
406	0.009120541614
407	0.009091184046
408	0.009030776987
409	0.009023490739
410	0.009001673026
411	0.008992593828
412	0.008975045526
413	0.008946266933
414	0.008929353002
415	0.008883652942
416	0.008861626835
417	0.008835502098
418	0.008825391322
419	0.008768748701
420	0.00874572368
421	0.008695647216
422	0.008680360113
423	0.008669662044
424	0.008646318106
425	0.008624410453
426	0.008553451209
427	0.008545394812
428	0.008535058484
429	0.008528078767
430	0.00849761787
431	0.008447669095
432	0.00843940221
433	0.008416824488
434	0.008409689394
435	0.00835641238
436	0.008347029246
437	0.008336066892
438	0.008322744184
439	0.008306062258
440	0.008283670061
441	0.008266991798
442	0.008261770059
443	0.00822493811
444	0.008205598944
445	0.008194509378
446	0.008140687935
447	0.008095013919
448	0.008052731957
449	0.007995513024
450	0.007943511546
451	0.007908114625
452	0.0078667529
453	0.007850614511
454	0.007832345145
455	0.007814972979
456	0.007808194531
457	0.007782402341
458	0.007750407865
459	0.007737797142
460	0.00772210886
461	0.00767949496
462	0.007646106794
463	0.007602243381
464	0.007577783746
465	0.007561012658
466	0.007543133385
467	0.007505674472
468	0.00749406141
469	0.007487340784
470	0.007449089318
471	0.007416317951
472	0.007400175882
473	0.007386243578
474	0.007374590191
475	0.007346868853
476	0.007337864203
477	0.007310513485
478	0.007299055584
479	0.007281566081
480	0.007251425759
481	0.007235973954
482	0.007218058682
483	0.00717770663
484	0.007161173123
485	0.0071179891
486	0.007100477334
487	0.007078494212
488	0.007074871733
489	0.007044450169
490	0.007028678335
491	0.007010548127
492	0.006994777545
493	0.00698184083
494	0.006961014221
495	0.006919873277
496	0.00690827257
497	0.006902600953
498	0.006872251225
499	0.006832973734
500	0.006800464803
501	0.006784817104
502	0.006772895343
503	0.006769317875
504	0.006748343713
505	0.006741208368
506	0.006722398699
507	0.006705580888
508	0.006693395157
509	0.006689313705
510	0.006672919067
511	0.00665741426
512	0.006641919425
513	0.006628592954
514	0.006607783969
515	0.006582507754
516	0.006560783679
517	0.006550889984
518	0.006542937689
519	0.006527647048
520	0.006517254942
521	0.006497184061
522	0.0064792893
523	0.006466286188
524	0.006428513148
525	0.006412871948
526	0.006381763929
527	0.006377151992
528	0.006364667988
529	0.006359513655
530	0.006348074351
531	0.006341095988
532	0.00633747383
533	0.006306965778
534	0.006302681483
535	0.006287770434
536	0.006272040299
537	0.006244555157
538	0.006240359389
539	0.006235380081
540	0.006214635923
541	0.006173025111
542	0.006145278919
543	0.006140228488
544	0.006129992862
545	0.006117519855
546	0.00609600328
547	0.006073158022
548	0.006059326157
549	0.006034070536
550	0.006000352007
551	0.005977174387
552	0.005962340264
553	0.005936017864
554	0.005926832561
555	0.005897312136
556	0.005887869355
557	0.005876462074
558	0.005867847984
559	0.005860539912
560	0.005850904263
561	0.005850926467
562	0.005830863421
563	0.005800500745
564	0.005766015559
565	0.005742593985
566	0.005724329741
567	0.005716242397
568	0.005707036215
569	0.005692826323
570	0.005662414844
571	0.005641529378
572	0.005628318722
573	0.005616038665
574	0.005605069378
575	0.005593288266
576	0.005584598263
577	0.005576611493
578	0.005567923573
579	0.005545427969
580	0.005533238939
581	0.00552817969
582	0.005524015178
583	0.005509455842
584	0.005499124126
585	0.005489231951
586	0.005478369325
587	0.005466496389
588	0.00545644139
589	0.005439270425
590	0.005411928158
591	0.005404635138
592	0.005397912046
593	0.005377824291
594	0.005367983322
595	0.005340575603
596	0.00532989923
597	0.005307910219
598	0.005297123883
599	0.00528823317
600	0.005265612848
601	0.005241809722
602	0.005235467732
603	0.005226928778
604	0.005198276
605	0.005180241722
606	0.005171396836
607	0.005162178481
608	0.005133163488
609	0.005110821486
610	0.005088837501
611	0.005061197824
612	0.005057956797
613	0.005031868036
614	0.00501906231
615	0.004999106195
616	0.004981041054
617	0.004978387888
618	0.00496948755
619	0.004961299701
620	0.004957855866
621	0.004937451882
622	0.004933465507
623	0.004924639984
624	0.004901233272
625	0.004893118971
626	0.004867486347
627	0.004858217924
628	0.004846891343
629	0.004835678203
630	0.004823711549
631	0.00479760341
632	0.00478826047
633	0.004782499667
634	0.004778410369
635	0.004772692323
636	0.004770106932
637	0.004754514125
638	0.004737842051
639	0.004727345244
640	0.004720213493
641	0.004701353106
642	0.0046921609
643	0.004672388528
644	0.004647299516
645	0.004642420001
646	0.004634457844
647	0.004627762216
648	0.004609581464
649	0.004587631467
650	0.004565757399
651	0.004552096154
652	0.004538911591
653	0.004535218133
654	0.004514787613
655	0.004499014265
656	0.004481371344
657	0.004475545642
658	0.004464426552
659	0.004454198
660	0.004445809559
661	0.004433833778
662	0.004423517683
663	0.004405237885
664	0.004390755715
665	0.004374157449
666	0.00436512714
667	0.004350551093
668	0.004332183888
669	0.004315589829
670	0.004311524693
671	0.004295009763
672	0.004279460232
673	0.004265388845
674	0.004260576208
675	0.004258574467
676	0.004237543369
677	0.004231856369
678	0.004227003273
679	0.00421848154
680	0.00419897556
681	0.004195968337
682	0.00417252553
683	0.004149956562
684	0.004143210948
685	0.004137202646
686	0.004123309025
687	0.004106567038
688	0.004099281683
689	0.004093026411
690	0.004087514792
691	0.004081248956
692	0.004065142729
693	0.004061561859
694	0.004054253514
695	0.004047874544
696	0.004041987829
697	0.004025624852
698	0.004012693355
699	0.003993609501
700	0.003979948083
701	0.003965492746
702	0.003963112268
703	0.003960857482
704	0.003942136047
705	0.003935576149
706	0.003919752848
707	0.003907531131
708	0.00390123182
709	0.003885643578
710	0.003873156514
711	0.00386756214
712	0.003853942033
713	0.00384281874
714	0.003836786961
715	0.003823852804
716	0.003818985654
717	0.003812319451
718	0.003796759986
719	0.003790731892
720	0.003779700541
721	0.003773956439
722	0.00375990894
723	0.003743883168
724	0.003736498112
725	0.003736503936
726	0.00372970769
727	0.003722977036
728	0.003704144024
729	0.003699044721
730	0.003692650316
731	0.00368616802
732	0.003684095044
733	0.003677989338
734	0.003669467429
735	0.003659716698
736	0.003647284766
737	0.003642185709
738	0.003628044722
739	0.003626509689
740	0.003615433751
741	0.003609437837
742	0.003604582064
743	0.003601178214
744	0.00358835433
745	0.003584200438
746	0.003572413608
747	0.003557431921
748	0.003553442348
749	0.003547349136
750	0.003542476718
751	0.00353642318
752	0.003531667658
753	0.003517177756
754	0.003512129244
755	0.003498724424
756	0.003488388832
757	0.003479264235
758	0.003470966344
759	0.003465485239
760	0.003451637368
761	0.003433768171
762	0.003422996855
763	0.003419682208
764	0.003415148151
765	0.003404425396
766	0.003391592541
767	0.003386982759
768	0.003385285318
769	0.003379145703
770	0.003373542088
771	0.003365336125
772	0.00335306126
773	0.003337439957
774	0.003323439675
775	0.003319584789
776	0.003314573427
777	0.003305495542
778	0.003295958562
779	0.003283111916
780	0.003277920522
781	0.00326395716
782	0.003252810819
783	0.003246172338
784	0.003235393178
785	0.003224233114
786	0.003210538695
787	0.003205845246
788	0.003195397287
789	0.003190093724
790	0.003184953646
791	0.003174114972
792	0.003164928729
793	0.003161101558
794	0.003153359336
795	0.003144439672
796	0.003133435818
797	0.003123863699
798	0.003110208933
799	0.003098176278
800	0.003090298179
801	0.003086730243
802	0.003081709269
803	0.003069253946
804	0.003064882843
805	0.003055778891
806	0.003050898269
807	0.00304730762
808	0.003036034649
809	0.003023077065
810	0.003021625233
811	0.003017279775
812	0.003005061351
813	0.003001129565
814	0.00299725429
815	0.002988048935
816	0.002978170926
817	0.002966721378
818	0.002955389536
819	0.002944618071
820	0.002935971866
821	0.0029232634
822	0.00291944902
823	0.002912181669
824	0.00290320576
825	0.002896334861
826	0.002890959446
827	0.002879858972
828	0.002869418583
829	0.002866869724
830	0.002855762562
831	0.002852018892
832	0.002848293153
833	0.002838035259
834	0.002834634305
835	0.002830676288
836	0.002821709576
837	0.002818927102
838	0.002815286412
839	0.002804740786
840	0.002802055428
841	0.002791250659
842	0.002787798519
843	0.002784673737
844	0.002780445615
845	0.002776910331
846	0.002769428638
847	0.002765825492
848	0.002755383427
849	0.002746632278
850	0.002736224542
851	0.002728937347
852	0.002720316918
853	0.002711609659
854	0.002709205938
855	0.002705921636
856	0.002697058332
857	0.002685316264
858	0.002675860511
859	0.002666497402
860	0.002663139806
861	0.002655168104
862	0.002646181059
863	0.00264251146
864	0.002638974177
865	0.002635340748
866	0.002626550366
867	0.002623155257
868	0.002619641234
869	0.002617302974
870	0.002613714128
871	0.002609666607
872	0.002600698887
873	0.002597753389
874	0.002590837218
875	0.0025875716
876	0.00257752477
877	0.002574422014
878	0.002572795986
879	0.002569034102
880	0.002560493918
881	0.002557504299
882	0.002554460646
883	0.002552115057
884	0.002544008552
885	0.002540918851
886	0.0025379589
887	0.002534701766
888	0.002525037609
889	0.002521489594
890	0.002517605258
891	0.002513981441
892	0.002504117516
893	0.002500855422
894	0.002492771769
895	0.002489390809
896	0.002486617732
897	0.002484524548
898	0.002477132683
899	0.002474755225
900	0.002471751828
901	0.002464678671
902	0.002461832877
903	0.002459806211
904	0.00245176562
905	0.002442512455
906	0.002434572111
907	0.002426921392
908	0.002419590661
909	0.002417292178
910	0.002414592868
911	0.002412300941
912	0.002409927409
913	0.002400643944
914	0.002398220524
915	0.002396619626
916	0.00239449147
917	0.002392097778
918	0.002384512958
919	0.002381670877
920	0.002378655408
921	0.002371046085
922	0.002362543985
923	0.002360547465
924	0.002353496004
925	0.002350393006
926	0.002345782427
927	0.002343431997
928	0.002335809219
929	0.002328034743
930	0.002320826794
931	0.002315638753
932	0.00230719759
933	0.002304263296
934	0.002301193269
935	0.002295944081
936	0.002293295831
937	0.002290058352
938	0.002288062538
939	0.002282237687
940	0.002279503953
941	0.002276017469
942	0.002270386643
943	0.002266922804
944	0.002265077075
945	0.002260277238
946	0.002256954567
947	0.002253775257
948	0.002251491907
949	0.002246176905
950	0.00224012955
951	0.00223665006
952	0.002234882372
953	0.002232927753
954	0.002230317918
955	0.002227215661
956	0.002223299384
957	0.002217849996
958	0.002213376766
959	0.002211672954
960	0.002209603205
961	0.002202378702
962	0.002196444585
963	0.00219284157
964	0.002188461705
965	0.002185822185
966	0.002182843243
967	0.002178263868
968	0.002174583218
969	0.002172522294
970	0.002169942763
971	0.002167488431
972	0.002161996647
973	0.00215891936
974	0.002156709936
975	0.002154897264
976	0.002148894156
977	0.002142715708
978	0.002141032342
979	0.002135023465
980	0.002132675579
981	0.002128342557
982	0.002126727021
983	0.002125305551
984	0.002118677134
985	0.002116370193
986	0.002114301987
987	0.00211172144
988	0.002109944052
989	0.002107580951
990	0.002101971995
991	0.00209987627
992	0.002094345077
993	0.002088323113
994	0.002086165126
995	0.002084021254
996	0.002082116284
997	0.002079260077
998	0.002077118406
999	0.002074790613
