timestamp,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore,daily_return,bnb_volatility,rolling_mean_7,rolling_mean_30,rolling_std_7,rolling_std_30,rolling_volatility_7,rolling_volatility_30
2023-10-01,214.6,219.4,213.1,218.2,415044.578,1696204799999,89726682.2753,133268,207718.652,44923446.503,0,0.016775396085740857,0.01054268054837649,213.92857142857142,213.49666666666664,2.682482858419505,2.725927027805319,0.008266032886915537,0.01054268054837649
2023-10-02,218.2,221.6,213.1,214.6,565949.136,1696291199999,123112092.6423,159392,282923.955,61572992.0376,0,-0.016498625114573784,0.010988001636344856,214.59999999999997,213.5033333333333,2.009975124224267,2.7284558388157607,0.011992351125676185,0.010988001636344856
2023-10-03,214.6,215.8,212.4,213.5,294511.083,1696377599999,63065028.0602,103256,145717.838,31208885.8563,0,-0.005125815470643058,0.011029218746583748,214.72857142857143,213.47333333333333,1.885660172383844,2.723199605602576,0.01150140421995531,0.011029218746583748
2023-10-04,213.5,213.8,210.8,213.4,328882.49,1696463999999,69819488.4664,114823,165906.826,35226466.7412,0,-0.0004683840749414303,0.011005786274598663,214.92857142857142,213.41333333333333,1.6007438746974392,2.703603385182047,0.011416717253526854,0.011005786274598663
2023-10-05,213.4,213.9,210.2,210.6,259374.039,1696550399999,54965499.6337,100475,128002.356,27126126.9323,0,-0.013120899718837897,0.011247906567477994,214.29999999999998,213.28,2.2854612955229863,2.741431793034816,0.010817122366859173,0.011247906567477994
2023-10-06,210.7,214.6,210.1,213.4,258866.553,1696636799999,54945455.1705,93058,131036.88,27819644.6018,0,0.013295346628680038,0.01151625402166706,214.04285714285714,213.22,2.2685216499277003,2.7175546817453156,0.012435323818912014,0.01151625402166706
2023-10-07,213.4,213.8,211.5,212.3,125590.792,1696723199999,26739226.3039,89421,55267.111,11767929.0639,0,-0.005154639175257714,0.011420140591142804,213.71428571428572,213.05999999999997,2.3398209129679257,2.6208185086290205,0.012519702840291913,0.011420140591142804
2023-10-08,212.2,212.8,208.8,211.4,225258.305,1696809599999,47548210.2222,91197,104395.143,22040330.7164,0,-0.004239284032030222,0.011273521578336252,212.74285714285716,212.95,1.3830607878387504,2.618863928473968,0.009592517417961416,0.011273521578336252
2023-10-09,211.3,212.2,202.0,205.8,572318.205,1696895999999,118525638.8665,158170,269037.518,55736773.9215,0,-0.026490066225165587,0.012232419584352772,211.4857142857143,212.67333333333335,2.743737457938534,2.914876626398873,0.01209661732075771,0.012232419584352772
2023-10-10,205.9,213.1,205.5,208.6,577725.014,1696982399999,120399736.9274,167912,301178.214,62773959.1828,0,0.013605442176870763,0.012456188880398815,210.78571428571428,212.54666666666665,2.7691325786417127,3.0082339111790923,0.014187606000813728,0.012456188880398815
2023-10-11,208.6,208.8,204.3,206.6,397200.817,1697068799999,81917381.5586,121586,194268.707,40065633.1995,0,-0.009587727708533111,0.011324960851751505,209.81428571428572,212.56333333333336,2.889307051542762,2.9724578629690406,0.014310488951865213,0.011324960851751505
2023-10-12,206.6,207.3,202.8,205.1,355516.958,1697155199999,72953132.7042,123101,176983.045,36321896.2228,0,-0.007260406582768608,0.01059153409042838,209.02857142857144,212.37666666666664,3.350977114073885,3.2558364922655216,0.013889175737236751,0.01059153409042838
2023-10-13,205.1,208.3,204.3,206.1,331300.92,1697241599999,68240940.6759,99854,165890.439,34172154.7253,0,0.004875670404680621,0.010500238140283691,207.9857142857143,212.16333333333333,2.8643955566159085,3.451284951448083,0.012464572701532247,0.010500238140283691
2023-10-14,206.1,207.1,205.7,206.5,142741.132,1697327999999,29452373.0415,73474,71862.609,14829794.1879,0,0.0019408054342553438,0.010513156001180165,207.15714285714287,211.97333333333333,2.1609080983518574,3.602770326150216,0.012725523626641247,0.010513156001180165
2023-10-15,206.5,213.0,206.3,209.7,365630.554,1697414399999,76238355.8478,127761,194419.439,40551762.6306,0,0.015496368038740771,0.010787886842778701,206.91428571428568,211.82666666666668,1.636488691709784,3.6027703261502158,0.014670156686066332,0.010787886842778701
2023-10-16,209.8,219.0,209.6,214.6,773179.81,1697500799999,165487571.0136,208429,403147.508,86281126.1938,0,0.023366714353838747,0.011625069178507277,208.17142857142858,211.81666666666666,3.2361058314554683,3.594352210912556,0.012152887687883893,0.011625069178507277
2023-10-17,214.7,215.0,209.0,211.4,372808.016,1697587199999,79111066.0669,134897,180068.913,38216371.9165,0,-0.014911463187325169,0.011847047098913103,208.57142857142853,211.64666666666665,3.46300172572585,3.484124916931314,0.013862351004712878,0.011847047098913103
2023-10-18,211.4,213.9,209.9,210.2,260942.338,1697673599999,55325763.0858,99848,127902.202,27132915.4308,0,-0.0056764427625355385,0.011878467844163675,209.08571428571426,211.45333333333332,3.3879337712084387,3.3939838592399987,0.013388707847626304,0.011878467844163675
2023-10-19,210.3,211.5,208.2,211.2,274491.489,1697759999999,57695328.7046,104718,141564.274,29767507.1873,0,0.004757373929590969,0.01186453758843926,209.95714285714286,211.2533333333333,2.9477998252125936,3.2157729090063047,0.012672840838870169,0.01186453758843926
2023-10-20,211.2,216.6,210.5,212.1,344927.206,1697846399999,73664939.3665,137055,179525.833,38342871.7572,0,0.0042613636363637575,0.01167682497953786,210.8142857142857,211.17666666666668,2.4734783682286325,3.165185981715859,0.012670027003038724,0.01167682497953786
2023-10-21,212.1,215.8,211.4,214.2,263182.512,1697932799999,56232405.6178,116485,137267.023,29332319.7661,0,0.00990099009900991,0.011389816187436555,211.91428571428568,211.29,1.8747698271419457,3.2117617895951533,0.012792567245420172,0.011389816187436555
