timestamp,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore,daily_return,rune_volatility,rolling_mean_7,rolling_mean_30,rolling_std_7,rolling_std_30,rolling_volatility_7,rolling_volatility_30,btc_volatility,ftt_volatility
2022-10-01,1.571,1.583,1.534,1.543,1595479.8,1664668799999,2484263.9972,9793,637151.7,993148.3094,0,-0.01719745222929947,0.03974586499488312,1.5732857142857142,1.7432333333333332,0.01824567789654829,0.15666451820488195,0.013648549979275518,0.03974586499488312,0.0339407775830118,0.0299553158951992
2022-10-02,1.544,1.56,1.492,1.5,3073264.6,1664755199999,4685583.841,17206,1479551.5,2257019.8311,0,-0.027867790019442618,0.03989126015953565,1.560857142857143,1.7298,0.03188222373793902,0.15974039283615224,0.014601600326460672,0.03989126015953565,0.0339844292836534,0.029764421163384
2022-10-03,1.5,1.602,1.476,1.6,4823337.9,1664841599999,7453614.3996,24920,2309502.0,3574519.0953,0,0.06666666666666665,0.04210671325116604,1.560857142857143,1.7200666666666666,0.03188222373793902,0.1584069254262214,0.03187345990426369,0.04210671325116604,0.0344341690602009,0.0303324091902262
2022-10-04,1.6,1.678,1.6,1.647,6556608.9,1664927999999,10781788.8725,31308,3048659.0,5015676.2366,0,0.02937499999999993,0.04217171718064091,1.5722857142857143,1.7102,0.045766488051534535,0.1531743203470904,0.031972615022827444,0.04217171718064091,0.0350266297570361,0.0304298138242471
2022-10-05,1.647,1.679,1.597,1.669,4136265.4,1665014399999,6732244.1427,24826,1927283.1,3139901.537,0,0.013357619914996954,0.04223974965550886,1.587142857142857,1.7021000000000002,0.05819916543338657,0.14848832532768577,0.03177586719273627,0.04223974965550886,0.0350125036116248,0.0304605908029445
2022-10-06,1.668,1.695,1.611,1.625,3610825.6,1665100799999,5955063.3434,22897,1538100.7,2539495.3327,0,-0.026363091671659733,0.03982618624418477,1.5934285714285714,1.6977666666666666,0.059779754496141015,0.14878790350658558,0.03455465345560386,0.03982618624418477,0.0336865729407101,0.0297937092350549
2022-10-07,1.625,1.635,1.565,1.589,2888364.5,1665187199999,4614455.2824,16475,1182268.4,1887784.2633,0,-0.02215384615384619,0.03900774498854819,1.596142857142857,1.6896333333333333,0.05896447679585879,0.14780636991857188,0.03584269461194708,0.03900774498854819,0.0336460208367102,0.0296639153890207
2022-10-08,1.588,1.606,1.544,1.558,1591956.9,1665273599999,2513755.771,10112,580121.5,916838.188,0,-0.01950912523599746,0.0390698687879144,1.5982857142857143,1.6801666666666668,0.056949434547130855,0.1468024906613228,0.03606182097658686,0.0390698687879144,0.0336680109485266,0.0297499487542627
2022-10-09,1.559,1.608,1.55,1.605,2111669.8,1665359999999,3345665.6691,12891,1009726.2,1600091.2987,0,0.030166880616174563,0.03550934753047659,1.6132857142857144,1.6667999999999998,0.03712462922694243,0.1337909846970522,0.034715684030350295,0.03550934753047659,0.0272319847789257,0.0284271816464867
2022-10-10,1.605,1.649,1.51,1.522,4735320.6,1665446399999,7460142.088,26344,1957104.0,3084168.5925,0,-0.05171339563862931,0.036245291670635886,1.602142857142857,1.6498666666666668,0.05091963789943302,0.11737817847287102,0.03130127293547009,0.036245291670635886,0.0271538468466257,0.0283723286311423
2022-10-11,1.522,1.538,1.477,1.513,3648155.2,1665532799999,5513100.5759,24482,1557845.6,2353449.5258,0,-0.005913272010512616,0.03624827759500859,1.583,1.6333333333333333,0.056163451935695566,0.09845472732852037,0.027081796506554918,0.03624827759500859,0.0270593229258904,0.0283142133527153
