timestamp,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore,daily_return,btc_volatility,rolling_mean_7,rolling_mean_30,rolling_std_7,rolling_std_30,rolling_volatility_7,rolling_volatility_30
2022-01-31,37881.75,38744.0,36632.61,38466.9,36855.2458,1643673599999,1386754529.0295446,936014,18422.26954,693360023.3316519,0,0.015446484007078931,0.02697984679509026,37594.259999999995,40863.838,631.9250959832667,3300.92801101438,0.009110496504149012,0.02697984679509026
2022-02-01,38466.9,39265.2,38000.0,38694.59,34574.44663,1643759999999,1334266166.7099988,917617,17730.99304,684446571.1793659,0,0.005919114875386322,0.027074631014806387,37842.29857142857,40577.45166666666,679.659284309233,3090.5099035039166,0.009100374975385446,0.027074631014806387
2022-02-02,38694.59,38855.92,36586.95,36896.36,35794.6813,1643846399999,1353093948.9776013,907905,17251.43687,652533107.6999176,0,-0.046472388000493026,0.027986008037501595,37854.729999999996,40259.127,658.0697840655791,2953.990738678961,0.022153030558261445,0.027986008037501595
2022-02-03,36896.37,37387.0,36250.0,37311.61,32081.10999,1643932799999,1179502838.6566265,848961,16468.10233,605530493.5816588,0,0.011254497733651725,0.028162152194103923,37876.374285714286,39975.11366666667,633.4461587186039,2805.5775824921834,0.022278798928558677,0.028162152194103923
2022-02-04,37311.98,41772.33,37026.73,41574.25,64703.95874,1644019199999,2526572562.058285,1380724,33053.66668,1291953441.5589995,0,0.11424433306415893,0.034527052047057166,38427.47285714286,39912.551,1523.7180929305514,2745.678902386321,0.048715539231059854,0.034527052047057166
2022-02-05,41571.7,41913.69,40843.01,41382.59,32532.34372,1644105599999,1349805515.9300363,1006352,16566.08602,687352854.8254198,0,-0.004610065124446061,0.034504895358775364,38886.86571428571,39855.89366666667,1876.0684165639238,2695.0859966837083,0.049285945116644206,0.034504895358775364
2022-02-06,41382.6,42656.0,41116.56,42380.87,22405.16704,1644191999999,934168802.8801152,788291,11546.39088,481652514.3718321,0,0.02412318803632174,0.0341621886654252,39529.595714285715,39883.04,2214.4943630233056,2716.9230792215926,0.048581601886766364,0.0341621886654252
2022-02-07,42380.87,44500.5,41645.85,43839.99,51060.62006,1644278399999,2204523609.903396,1473274,25457.79986,1099936959.0396457,0,0.03442874108058658,0.034696817548510187,40297.18,39955.04833333333,2669.2629747616493,2793.7258890063044,0.04899999241194934,0.034696817548510187
2022-02-08,43839.99,45492.0,42666.0,44042.99,64880.29387,1644364799999,2847485971.4977336,1653350,33004.09337,1448178622.4660032,0,0.004630475508776266,0.034697255309630366,41061.23714285714,40027.66066666667,2890.3893508125393,2872.2744354016127,0.04906339374728413,0.034697255309630366
2022-02-09,44043.0,44799.0,43117.92,44372.72,34428.16729,1644451199999,1512500139.1430995,1066395,17115.60108,752210712.4118421,0,0.007486548937753801,0.034704209655737436,42129.28857142857,40112.668333333335,2441.3344614263046,2963.514873209118,0.040419444142930576,0.034704209655737436
2022-02-10,44372.71,45821.0,43174.01,43495.44,62357.29091,1644537599999,2772188373.222783,1541483,30323.12245,1348871895.8677204,0,-0.01977070596528674,0.03474171395873963,43012.69285714285,40138.206666666665,1221.6249219341107,2990.023992041143,0.044021075159080894,0.03474171395873963
2022-02-11,43495.44,43920.0,41938.51,42373.73,44975.1687,1644623999999,1937866768.5059533,1169354,22063.76915,950913914.0296429,0,-0.025789140194926174,0.03471277402779925,43126.904285714285,40087.242333333335,1095.601100307627,2936.192676035542,0.02184009803766476,0.03471277402779925
2022-02-12,42373.73,43079.49,41688.88,42217.87,26556.85681,1644710399999,1123136004.7237246,830322,12814.60322,542061655.4291937,0,-0.003678222332563097,0.03425604321175226,43246.229999999996,40075.83433333333,902.4126226030836,2926.9036892401355,0.021789271764612636,0.03425604321175226
2022-02-13,42217.87,42760.0,41870.0,42053.66,17732.08113,1644796799999,750533311.6529565,624898,8333.13302,352741586.0597297,0,-0.0038895851448687013,0.03419476204120973,43199.485714285714,40042.291,961.2640398776747,2897.140234982453,0.019753725130373493,0.03419476204120973
2022-02-14,42053.65,42842.4,41550.56,42535.94,34010.1306,1644883199999,1436927831.4445865,867622,16912.76672,714598651.1659751,0,0.01146820514552127,0.03426130966776554,43013.192857142865,40024.01266666666,942.6278251730756,2878.958918563948,0.013957966341822045,0.03426130966776554
2022-02-15,42535.94,44751.4,42427.03,44544.86,38095.19576,1644969599999,1672855933.625659,990694,19180.32434,842363401.2128453,0,0.04722876701443535,0.03532273741323437,43084.88857142858,40073.119333333336,1047.2840631594013,2944.5524897985597,0.024077626287052453,0.03532273741323437
2022-02-16,44544.85,44549.97,43307.0,43873.56,28471.8727,1645055999999,1250973502.3018453,823745,14106.69537,619773473.0165873,0,-0.015070201141052064,0.03522523183321994,43013.58,40128.850666666665,958.1859510728483,3001.4993168219016,0.02470125041014489,0.03522523183321994
2022-02-17,43873.56,44164.71,40073.21,40515.7,47245.99494,1645142399999,1993400162.9480667,1067658,21468.60602,906038209.7818584,0,-0.07653493356819008,0.038019176082308336,42587.90285714286,40067.63666666667,1306.8747788868418,2973.1862485119013,0.03766790444066196,0.038019176082308336
2022-02-18,40515.71,40959.88,39450.0,39974.44,43845.92241,1645228799999,1765622365.9527562,1025882,20609.06764,829953072.4139525,0,-0.013359265667383102,0.037980946697761794,42245.147142857146,40011.451,1643.6482724589237,2957.94421558967,0.03705823822959827,0.037980946697761794
2022-02-19,39974.45,40444.32,39639.03,40079.17,18042.0551,1645315199999,721960636.0646693,586653,8374.975,335209843.631803,0,0.0026199241315199018,0.037738247006319815,41939.618571428575,39991.393000000004,1836.9701887658262,2955.287058249376,0.037247865838159575,0.037738247006319815
2022-02-20,40079.17,40125.44,38000.0,38386.89,33439.29011,1645401599999,1293216601.4518795,811235,15338.25392,592897166.4491583,0,-0.042223429277602254,0.033265688456672105,41415.794285714284,40056.11233333334,2270.6419255786063,2895.6090049324916,0.03950006895904154,0.033265688456672105
