timestamp,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore,daily_return,rune_volatility,rolling_mean_7,rolling_mean_30,rolling_std_7,rolling_std_30,rolling_volatility_7,rolling_volatility_30
2023-10-01,1.925,2.267,1.875,2.149,18445008.7,1696204799999,37091109.2279,125302,9272432.4,18615615.0273,0,0.11636363636363645,0.04889915617713736,1.8832857142857142,1.7087,0.16323062854513024,0.1808243861338666,0.05811404128261133,0.04889915617713736
2023-10-02,2.149,2.22,1.915,2.023,22002572.0,1696291199999,46367334.6678,146212,11420004.4,24068488.39,0,-0.05863192182410415,0.05054278956024323,1.9280000000000002,1.7241,0.15020097647263667,0.18736656861479528,0.06882568220658455,0.05054278956024323
2023-10-03,2.023,2.064,1.907,1.996,14888993.2,1696377599999,29766946.5849,99513,7504765.9,15015326.3624,0,-0.013346515076618992,0.04880247587554229,1.9637142857142857,1.7419333333333331,0.12775851476609432,0.18692132465076164,0.07046811033665862,0.04880247587554229
2023-10-04,1.997,2.078,1.864,2.05,18771523.0,1696463999999,37052796.9628,117608,10067466.8,19900793.8938,0,0.027054108216432837,0.048811569488995,2.009571428571429,1.7616666666666667,0.07699319697838662,0.18716143379139463,0.0691224249277194,0.048811569488995
2023-10-05,2.049,2.118,1.921,2.019,30257127.0,1696550399999,61279252.5211,211620,15191368.7,30818470.1995,0,-0.015121951219512098,0.04893828957017728,2.0227142857142857,1.7788666666666666,0.06785944858238263,0.18627838517017806,0.058136214872193386,0.04893828957017728
2023-10-06,2.019,2.054,1.733,1.763,31678730.0,1696636799999,58259726.3104,151484,16080395.5,29579767.0202,0,-0.12679544328875691,0.05464253256854382,1.989285714285714,1.7854666666666668,0.12013702494195948,0.18189571345887362,0.07513610602595407,0.05464253256854382
2023-10-07,1.763,1.805,1.696,1.742,20498575.5,1696723199999,36002753.3507,103414,10864783.4,19107443.0643,0,-0.011911514463981754,0.05456717099727328,1.9631428571428573,1.7899333333333334,0.15211336624529873,0.1790099079001964,0.07457230660068455,0.05456717099727328
2023-10-08,1.742,1.746,1.681,1.734,9597291.5,1696809599999,16488643.9571,46248,4968869.3,8543718.6731,0,-0.004592422502870286,0.054510444786322915,1.903857142857143,1.7947666666666666,0.14843116089221178,0.17531699041004783,0.04984881059039177,0.054510444786322915
2023-10-09,1.733,1.734,1.59,1.618,8360775.2,1696895999999,13746639.0538,60063,3751972.5,6176019.57,0,-0.06689734717416373,0.05578384523031123,1.846,1.7971333333333335,0.1714049785352419,0.17231041222433297,0.050755961445749925,0.05578384523031123
2023-10-10,1.618,1.699,1.614,1.683,7008273.6,1696982399999,11692886.2779,42204,3528993.1,5890342.0346,0,0.04017305315203945,0.056175276574317874,1.8012857142857144,1.8018666666666665,0.16650897301718645,0.1668971877065873,0.05732853875736001,0.056175276574317874
2023-10-11,1.683,1.684,1.61,1.633,4989873.7,1697068799999,8203755.1538,28534,2414645.9,3973260.3774,0,-0.029708853238265,0.05557258360961948,1.7417142857142858,1.8075666666666668,0.13414633090486705,0.15754773405462594,0.05298717187142454,0.05557258360961948
2023-10-12,1.633,1.647,1.468,1.645,13665119.9,1697155199999,21077514.4534,62187,6688814.6,10328347.0603,0,0.007348438456827866,0.05554318629081731,1.6882857142857144,1.8129333333333333,0.05838868122537131,0.14863585062815107,0.05473942349814724,0.05554318629081731
2023-10-13,1.645,1.712,1.635,1.663,14661088.9,1697241599999,24472279.0724,73624,7995314.2,13352662.0306,0,0.01094224924012166,0.05378256229829696,1.674,1.8150000000000002,0.04844928620045145,0.14599504006690756,0.033867014466623546,0.05378256229829696
2023-10-14,1.662,1.673,1.629,1.634,3852810.9,1697327999999,6348146.9967,22169,2011883.2,3314819.4396,0,-0.01743836440168378,0.053742283021506916,1.6585714285714286,1.8148000000000002,0.03956790426114268,0.14624693336012687,0.034042631462544534,0.053742283021506916
2023-10-15,1.634,1.673,1.623,1.657,8216798.8,1697414399999,13579502.8958,35174,4370527.7,7226284.7574,0,0.014075887392900999,0.04967925264927119,1.6475714285714285,1.8093000000000001,0.021831606620194996,0.149042727037446,0.03512266716550024,0.04967925264927119
2023-10-16,1.657,1.782,1.637,1.639,16066285.6,1697500799999,27317689.4502,71315,8047423.7,13700179.2415,0,-0.010863005431502759,0.04817610241567847,1.6505714285714284,1.7994,0.018237846572963238,0.15019610169880332,0.023310573113056638,0.04817610241567847
2023-10-17,1.638,1.641,1.521,1.539,6827319.5,1697587199999,10734977.3937,30977,3659973.9,5757636.4033,0,-0.06101281269066505,0.04852163455736026,1.6300000000000001,1.7894999999999999,0.041693324805455574,0.15731973811318156,0.026852624071709224,0.04852163455736026
2023-10-18,1.538,1.59,1.535,1.574,5001999.6,1697673599999,7834545.2545,23306,2587068.9,4052764.4649,0,0.02274204028589999,0.04858843837556696,1.6215714285714287,1.7796,0.04665425004883184,0.16130857129245746,0.028479765591549897,0.04858843837556696
2023-10-19,1.573,1.587,1.502,1.524,7114238.8,1697759999999,11016777.0625,29927,3441227.7,5334996.2197,0,-0.031766200762388896,0.04858763772515858,1.604285714285714,1.7667333333333335,0.05764753329708021,0.1658784210640814,0.029498138733179455,0.04858763772515858
2023-10-20,1.524,1.655,1.5,1.636,12905030.2,1697846399999,20438588.233,53332,7121034.2,11298254.8373,0,0.0734908136482939,0.04939980177529973,1.6004285714285715,1.7617333333333332,0.053841920294063206,0.16753011738157741,0.04330783510530749,0.04939980177529973
2023-10-21,1.636,1.811,1.629,1.748,9930576.0,1697932799999,17206288.1159,45485,5137951.3,8902810.2246,0,0.06845965770171158,0.05100220311270755,1.6167142857142858,1.7610333333333335,0.0776610461894376,0.16754257993702396,0.04974322948849232,0.05100220311270755
2023-10-22,1.748,1.84,1.74,1.83,9023021.5,1698019199999,16306333.6634,42814,4741357.6,8567786.4427,0,0.046910755148741545,0.05156298092421169,1.6414285714285715,1.764066666666667,0.11238306091645768,0.16795318176315643,0.05162365951268039,0.05156298092421169
2023-10-23,1.831,2.18,1.817,2.155,19838720.1,1698105599999,39934972.0641,111412,10503127.2,21141869.009,0,0.1775956284153004,0.06050567708016879,1.7151428571428569,1.7786333333333333,0.22416246234329532,0.1821690165058611,0.07802264544166393,0.06050567708016879
2023-10-24,2.155,2.248,2.047,2.201,19736828.6,1698191999999,42768891.7816,114942,10209775.3,22116023.9029,0,0.02134570765661259,0.060140333283387734,1.8097142857142856,1.7962999999999998,0.27200411411454384,0.1965062339978049,0.06495412196576604,0.060140333283387734
2023-10-25,2.201,2.294,2.159,2.205,14142825.9,1698278399999,31286943.4373,78552,7241671.2,16030048.9603,0,0.0018173557473875057,0.06011554469389011,1.8998571428571427,1.8128,0.28511017085296897,0.20937071560207318,0.0670848974839007,0.06011554469389011
2023-10-26,2.205,2.389,2.161,2.375,17458002.3,1698364799999,39853379.537,91691,8875251.0,20249323.0468,0,0.07709750566893425,0.06132277963051426,2.0214285714285714,1.8337666666666668,0.2795119896908752,0.2326507940111597,0.05644102952043024,0.06132277963051426
2023-10-27,2.374,2.433,2.284,2.414,11527475.5,1698451199999,27137184.8731,66015,5938224.9,13983064.301,0,0.016421052631579114,0.06118770489350526,2.1325714285714286,1.8566,0.2542471613364021,0.25459360449209234,0.05933961520804344,0.06118770489350526
2023-10-28,2.414,2.568,2.409,2.494,9073780.3,1698537599999,22725220.491,57446,4905233.9,12286495.2006,0,0.0331400165700082,0.05826377855353086,2.239142857142857,1.8755,0.22025850613270054,0.27979829557539604,0.059853087757088974,0.05826377855353086
2023-10-29,2.495,2.528,2.402,2.436,13831460.8,1698623999999,34081874.4573,65887,7231173.9,17826888.4866,0,-0.023255813953488524,0.05835928738544064,2.325714285714286,1.8901333333333334,0.13538551656376438,0.2973039467979013,0.06662783004467736,0.05835928738544064
